full_date,day_of_week_en,day,month_en,year,country,holiday_name,season
8/6/2018,Monday,6,August,2018,Canada,Civic/Provincial Day, 
8/6/2018,Monday,6,August,2018,Canada,Saskatchewan Day,Orthodox
8/6/2018,Monday,6,August,2018,Canada,Terry Fox Day, 
8/6/2018,Monday,6,August,2018,Canada,New Brunswick Day,Orthodox
8/6/2018,Monday,6,August,2018,Canada,British Columbia Day, 
8/6/2018,Monday,6,August,2018,Canada,Natal Day,Orthodox
8/15/2018,Wednesday,15,August,2018,Canada,Assumption of Mary, 
8/17/2018,Friday,17,August,2018,Canada,Gold Cup Parade,Observance
8/20/2018,Monday,20,August,2018,Canada,Discovery Day, 
8/22/2018,Wednesday,22,August,2018,Canada,Eid ul Adha,Jewish commemoration
9/3/2018,Monday,3,September,2018,Canada,Labour Day, 
9/10/2018,Monday,10,September,2018,Canada,Rosh Hashana,Muslim
9/12/2018,Wednesday,12,September,2018,Canada,Muharram/Islamic New Year, 
9/19/2018,Wednesday,19,September,2018,Canada,Yom Kippur,Jewish holiday
9/22/2018,Saturday,22,September,2018,Canada,September Equinox, 
9/24/2018,Monday,24,September,2018,Canada,First day of Sukkot,Local holiday
9/30/2018,Sunday,30,September,2018,Canada,Hoshana Rabbah,Newfoundland and Labrador
10/1/2018,Monday,1,October,2018,Canada,Shemini Atzeret,Jewish holiday
10/2/2018,Tuesday,2,October,2018,Canada,Simchat Torah, 
10/4/2018,Thursday,4,October,2018,Canada,Feast of St Francis of Assisi,Christian
10/8/2018,Monday,8,October,2018,Canada,Thanksgiving Day, 
10/8/2018,Monday,8,October,2018,Canada,Thanksgiving Day,Observance
10/8/2018,Monday,8,October,2018,Canada,Thanksgiving Day, 
10/18/2018,Thursday,18,October,2018,Canada,Healthcare Aide Day,Muslim
10/31/2018,Wednesday,31,October,2018,Canada,Halloween, 
11/1/2018,Thursday,1,November,2018,Canada,All Saints' Day,Christian
11/2/2018,Friday,2,November,2018,Canada,All Souls' Day, 
11/4/2018,Sunday,4,November,2018,Canada,Daylight Saving Time ends,Jewish holiday
11/7/2018,Wednesday,7,November,2018,Canada,Diwali/Deepavali, 
11/11/2018,Sunday,11,November,2018,Canada,Remembrance Day,Christian
11/11/2018,Sunday,11,November,2018,Canada,Remembrance Day, 
11/12/2018,Monday,12,November,2018,Canada,Remembrance Day observed,National holiday
11/12/2018,Monday,12,November,2018,Canada,Remembrance Day observed,"All except NS, PE, QC"
11/21/2018,Wednesday,21,November,2018,Canada,Milad un Nabi (Mawlid),Local holiday
12/2/2018,Sunday,2,December,2018,Canada,First Sunday of Advent,Quebec
12/3/2018,Monday,3,December,2018,Canada,First Day of Hanukkah,Christian
12/8/2018,Saturday,8,December,2018,Canada,Feast of the Immaculate Conception, 
12/10/2018,Monday,10,December,2018,Canada,Last day of Hanukkah,Christian
12/11/2018,Tuesday,11,December,2018,Canada,Anniversary of the Statute of Westminster, 
12/21/2018,Friday,21,December,2018,Canada,December Solstice,Muslim
12/24/2018,Monday,24,December,2018,Canada,Christmas Eve, 
12/25/2018,Tuesday,25,December,2018,Canada,Christmas Day,Muslim
12/26/2018,Wednesday,26,December,2018,Canada,Boxing Day, 
12/26/2018,Wednesday,26,December,2018,Canada,Boxing Day,Observance
12/26/2018,Wednesday,26,December,2018,Canada,Boxing Day, 
12/26/2018,Wednesday,26,December,2018,Canada,Boxing Day,Season
12/31/2018,Monday,31,December,2018,Canada,New Year's Eve, 
1/1/2018,Monday,1,January,2018,Canada,New Year's Day,Observance
1/2/2018,Tuesday,2,January,2018,Canada,Day After New Year’s Day, 
1/6/2018,Saturday,6,January,2018,Canada,Epiphany,Local holiday
1/7/2018,Sunday,7,January,2018,Canada,Orthodox Christmas Day,"Northwest Territories, Yukon"
1/14/2018,Sunday,14,January,2018,Canada,Orthodox New Year,Local holiday
1/31/2018,Wednesday,31,January,2018,Canada,Tu B'Shevat (Arbor Day),Quebec
2/2/2018,Friday,2,February,2018,Canada,Groundhog Day,Local holiday
2/12/2018,Monday,12,February,2018,Canada,Family Day,Quebec
2/13/2018,Tuesday,13,February,2018,Canada,Carnival / Shrove Tuesday,Local holiday
2/14/2018,Wednesday,14,February,2018,Canada,Ash Wednesday,Newfoundland and Labrador
2/14/2018,Wednesday,14,February,2018,Canada,Valentine's Day,National holiday
2/15/2018,Thursday,15,February,2018,Canada,National Flag of Canada Day,"Newfoundland and Labrador, Nova Scotia"
2/16/2018,Friday,16,February,2018,Canada,Chinese New Year,Local holiday
2/19/2018,Monday,19,February,2018,Canada,Islander Day,Newfoundland and Labrador
2/19/2018,Monday,19,February,2018,Canada,Family Day,National holiday
2/19/2018,Monday,19,February,2018,Canada,Nova Scotia Heritage Day, 
2/19/2018,Monday,19,February,2018,Canada,Louis Riel Day,Local holiday
2/23/2018,Friday,23,February,2018,Canada,Yukon Heritage Day,Newfoundland and Labrador
3/1/2018,Thursday,1,March,2018,Canada,Purim,Local holiday
3/1/2018,Thursday,1,March,2018,Canada,St David's Day,Nunavut
3/11/2018,Sunday,11,March,2018,Canada,Daylight Saving Time starts,Jewish holiday
3/12/2018,Monday,12,March,2018,Canada,Commonwealth Day, 
3/17/2018,Saturday,17,March,2018,Canada,St. Patrick's Day,Local holiday
3/19/2018,Monday,19,March,2018,Canada,St. Patrick's Day,Newfoundland and Labrador
3/20/2018,Tuesday,20,March,2018,Canada,March Equinox,Optional holiday
3/25/2018,Sunday,25,March,2018,Canada,Palm Sunday,Alberta
3/29/2018,Thursday,29,March,2018,Canada,Maundy Thursday,Local observance
3/30/2018,Friday,30,March,2018,Canada,Good Friday,Ontario
3/31/2018,Saturday,31,March,2018,Canada,Holy Saturday,Common local holiday
3/31/2018,Saturday,31,March,2018,Canada,First day of Passover,"Northwest Territories, Nunavut"
4/1/2018,Sunday,1,April,2018,Canada,Easter Sunday,Common local holiday
4/1/2018,Sunday,1,April,2018,Canada,Easter Sunday,Saskatchewan
4/2/2018,Monday,2,April,2018,Canada,Easter Monday,Local observance
4/2/2018,Monday,2,April,2018,Canada,Easter Monday,Manitoba
4/2/2018,Monday,2,April,2018,Canada,Easter Monday,Prescribed Day of Rest
4/6/2018,Friday,6,April,2018,Canada,Orthodox Good Friday,New Brunswick
4/6/2018,Friday,6,April,2018,Canada,National Tartan Day,Common local holiday
4/7/2018,Saturday,7,April,2018,Canada,Last day of Passover,British Columbia
4/7/2018,Saturday,7,April,2018,Canada,Orthodox Holy Saturday,Common local holiday
4/8/2018,Sunday,8,April,2018,Canada,Orthodox Easter,Nova Scotia
4/9/2018,Monday,9,April,2018,Canada,Orthodox Easter Monday,Christian
4/9/2018,Monday,9,April,2018,Canada,Vimy Ridge Day, 
4/11/2018,Wednesday,11,April,2018,Canada,Yom HaShoah,Local holiday
4/13/2018,Friday,13,April,2018,Canada,Isra and Mi'raj,Prince Edward Island
4/19/2018,Thursday,19,April,2018,Canada,Yom HaAtzmaut,Local holiday
4/23/2018,Monday,23,April,2018,Canada,St. George's Day,Yukon
5/3/2018,Thursday,3,May,2018,Canada,Lag B'Omer,Muslim
5/10/2018,Thursday,10,May,2018,Canada,Ascension Day, 
5/13/2018,Sunday,13,May,2018,Canada,Mother's Day,National holiday
5/16/2018,Wednesday,16,May,2018,Canada,Ramadan Start, 
5/20/2018,Sunday,20,May,2018,Canada,Pentecost,Jewish holiday
5/20/2018,Sunday,20,May,2018,Canada,Shavuot, 
5/21/2018,Monday,21,May,2018,Canada,Whit Monday,Muslim
5/21/2018,Monday,21,May,2018,Canada,Victoria Day, 
5/21/2018,Monday,21,May,2018,Canada,National Patriots' Day,Jewish holiday
5/27/2018,Sunday,27,May,2018,Canada,Trinity Sunday, 
5/31/2018,Thursday,31,May,2018,Canada,Corpus Christi,Season
6/10/2018,Sunday,10,June,2018,Canada,Laylatul Qadr (Night of Power), 
6/15/2018,Friday,15,June,2018,Canada,Eid ul Fitr,Jewish holiday
6/17/2018,Sunday,17,June,2018,Canada,Father's Day, 
6/21/2018,Thursday,21,June,2018,Canada,June Solstice,Jewish holiday
6/21/2018,Thursday,21,June,2018,Canada,National Indigenous Peoples Day, 
6/21/2018,Thursday,21,June,2018,Canada,National Indigenous Peoples Day,Jewish holiday
6/24/2018,Sunday,24,June,2018,Canada,St. Jean Baptiste Day, 
6/25/2018,Monday,25,June,2018,Canada,St. Jean Baptiste Day observed,Jewish holiday
6/25/2018,Monday,25,June,2018,Canada,Discovery Day, 
7/1/2018,Sunday,1,July,2018,Canada,Canada Day,Christian
7/1/2018,Sunday,1,July,2018,Canada,Memorial Day, 
7/2/2018,Monday,2,July,2018,Canada,Canada Day observed,National holiday
7/9/2018,Monday,9,July,2018,Canada,Orangemen's Day,"All except NB, NS, PE"
7/9/2018,Monday,9,July,2018,Canada,Nunavut Day,Designated Retail Closing Day
7/22/2018,Sunday,22,July,2018,Canada,Tisha B'Av,Nova Scotia
8/1/2018,Wednesday,1,August,2018,Canada,The Royal St John's Regatta (Regatta Day),Prescribed Day of Rest
8/6/2018,Monday,6,August,2018,Canada,Heritage Day,New Brunswick
8/6/2018,Monday,6,August,2018,Canada,Civic/Provincial Day,Observance
8/6/2018,Monday,6,August,2018,Canada,Civic/Provincial Day,"British Columbia, Manitoba"
8/6/2018,Monday,6,August,2018,Canada,Saskatchewan Day,Observance
8/6/2018,Monday,6,August,2018,Canada,Terry Fox Day, 
8/6/2018,Monday,6,August,2018,Canada,New Brunswick Day,"Observance, Christian"
8/6/2018,Monday,6,August,2018,Canada,British Columbia Day, 
8/6/2018,Monday,6,August,2018,Canada,Natal Day,"Observance, Christian"
8/15/2018,Wednesday,15,August,2018,Canada,Assumption of Mary, 
8/17/2018,Friday,17,August,2018,Canada,Gold Cup Parade,Clock change/Daylight Saving Time
8/20/2018,Monday,20,August,2018,Canada,Discovery Day, 
8/22/2018,Wednesday,22,August,2018,Canada,Eid ul Adha,Observance
9/3/2018,Monday,3,September,2018,Canada,Labour Day, 
9/10/2018,Monday,10,September,2018,Canada,Rosh Hashana,Observance
9/12/2018,Wednesday,12,September,2018,Canada,Muharram/Islamic New Year,"MB, NS, ON"
9/19/2018,Wednesday,19,September,2018,Canada,Yom Kippur,National holiday
9/22/2018,Saturday,22,September,2018,Canada,September Equinox,"All except MB, NS, ON, QC"
9/24/2018,Monday,24,September,2018,Canada,First day of Sukkot,Observance
9/30/2018,Sunday,30,September,2018,Canada,Hoshana Rabbah,"MB, NS, ON"
10/1/2018,Monday,1,October,2018,Canada,Shemini Atzeret,National holiday
10/2/2018,Tuesday,2,October,2018,Canada,Simchat Torah,"All except MB, NS, ON, QC"
10/4/2018,Thursday,4,October,2018,Canada,Feast of St Francis of Assisi,Muslim
10/8/2018,Monday,8,October,2018,Canada,Thanksgiving Day, 
10/8/2018,Monday,8,October,2018,Canada,Thanksgiving Day,Observance
10/8/2018,Monday,8,October,2018,Canada,Thanksgiving Day, 
10/18/2018,Thursday,18,October,2018,Canada,Healthcare Aide Day,Jewish holiday
10/31/2018,Wednesday,31,October,2018,Canada,Halloween, 
11/1/2018,Thursday,1,November,2018,Canada,All Saints' Day,Christian
11/2/2018,Friday,2,November,2018,Canada,All Souls' Day, 
11/4/2018,Sunday,4,November,2018,Canada,Daylight Saving Time ends,Jewish holiday
11/7/2018,Wednesday,7,November,2018,Canada,Diwali/Deepavali, 
11/11/2018,Sunday,11,November,2018,Canada,Remembrance Day,Observance
11/11/2018,Sunday,11,November,2018,Canada,Remembrance Day, 
11/12/2018,Monday,12,November,2018,Canada,Remembrance Day observed,Season
11/12/2018,Monday,12,November,2018,Canada,Remembrance Day observed, 
11/21/2018,Wednesday,21,November,2018,Canada,Milad un Nabi (Mawlid),Observance
12/2/2018,Sunday,2,December,2018,Canada,First Sunday of Advent, 
12/3/2018,Monday,3,December,2018,Canada,First Day of Hanukkah,"National holiday, Christian"
12/8/2018,Saturday,8,December,2018,Canada,Feast of the Immaculate Conception, 
12/10/2018,Monday,10,December,2018,Canada,Last day of Hanukkah,National holiday
12/11/2018,Tuesday,11,December,2018,Canada,Anniversary of the Statute of Westminster,"NB, NL, NT, NU, ON"
12/21/2018,Friday,21,December,2018,Canada,December Solstice,Designated Retail Closing Day
12/24/2018,Monday,24,December,2018,Canada,Christmas Eve,Nova Scotia
12/25/2018,Tuesday,25,December,2018,Canada,Christmas Day,Local de facto holiday
12/26/2018,Wednesday,26,December,2018,Canada,Boxing Day,Yukon
12/26/2018,Wednesday,26,December,2018,Canada,Boxing Day,Optional holiday
12/26/2018,Wednesday,26,December,2018,Canada,Boxing Day,Alberta
12/26/2018,Wednesday,26,December,2018,Canada,Boxing Day,Observance
12/31/2018,Monday,31,December,2018,Canada,New Year's Eve, 
1/1/2018,Monday,1,January,2018,Cayman Islands,New Year's Day,Public Holiday
1/22/2018,Monday,22,January,2018,Cayman Islands,National Heroes Day,Public Holiday
2/14/2018,Wednesday,14,February,2018,Cayman Islands,Ash Wednesday,Public Holiday
2/14/2018,Wednesday,14,February,2018,Cayman Islands,Valentine's Day,Observance
3/20/2018,Tuesday,20,March,2018,Cayman Islands,March Equinox,Season
3/30/2018,Friday,30,March,2018,Cayman Islands,Good Friday,Public Holiday
4/1/2018,Sunday,1,April,2018,Cayman Islands,Easter Sunday,Observance
4/2/2018,Monday,2,April,2018,Cayman Islands,Easter Monday,Public Holiday
5/13/2018,Sunday,13,May,2018,Cayman Islands,Mothers' Day,Observance
5/21/2018,Monday,21,May,2018,Cayman Islands,Discovery Day,Public Holiday
6/11/2018,Monday,11,June,2018,Cayman Islands,Queen's Birthday,Public Holiday
6/17/2018,Sunday,17,June,2018,Cayman Islands,Fathers' Day,Observance
6/21/2018,Thursday,21,June,2018,Cayman Islands,June Solstice,Season
7/2/2018,Monday,2,July,2018,Cayman Islands,Constitution Day,Public Holiday
9/22/2018,Saturday,22,September,2018,Cayman Islands,September Equinox,Season
10/31/2018,Wednesday,31,October,2018,Cayman Islands,Halloween,Observance
11/12/2018,Monday,12,November,2018,Cayman Islands,Remembrance Day,Public Holiday
12/21/2018,Friday,21,December,2018,Cayman Islands,December Solstice,Season
12/24/2018,Monday,24,December,2018,Cayman Islands,Christmas Eve,Observance
12/25/2018,Tuesday,25,December,2018,Cayman Islands,Christmas Day,Public Holiday
12/26/2018,Wednesday,26,December,2018,Cayman Islands,Boxing Day,Public Holiday
12/31/2018,Monday,31,December,2018,Cayman Islands,New Year's Eve,Observance
1/1/2018,Monday,1,January,2018,Central African Republic,New Year,Public Holiday
3/20/2018,Tuesday,20,March,2018,Central African Republic,March Equinox,Season
3/29/2018,Thursday,29,March,2018,Central African Republic,Commemoration of Boganda,Public Holiday
4/2/2018,Monday,2,April,2018,Central African Republic,Easter Monday,Public Holiday
5/1/2018,Tuesday,1,May,2018,Central African Republic,Labour Day,Public Holiday
5/10/2018,Thursday,10,May,2018,Central African Republic,Ascension Day,Public Holiday
5/21/2018,Monday,21,May,2018,Central African Republic,Whit Monday,Public Holiday
6/15/2018,Friday,15,June,2018,Central African Republic,Eid al-Fitr,Public Holiday
6/21/2018,Thursday,21,June,2018,Central African Republic,June Solstice,Season
6/30/2018,Saturday,30,June,2018,Central African Republic,National Payer Day,Public Holiday
8/13/2018,Monday,13,August,2018,Central African Republic,Independence Day,Public Holiday
8/15/2018,Wednesday,15,August,2018,Central African Republic,Assumption of Mary,Public Holiday
8/21/2018,Tuesday,21,August,2018,Central African Republic,Eid al-Adha,Public Holiday
9/23/2018,Sunday,23,September,2018,Central African Republic,September Equinox,Season
11/1/2018,Thursday,1,November,2018,Central African Republic,All Saints' Eve,Public Holiday
12/1/2018,Saturday,1,December,2018,Central African Republic,Republic Day,Public Holiday
12/21/2018,Friday,21,December,2018,Central African Republic,December Solstice,Season
12/25/2018,Tuesday,25,December,2018,Central African Republic,Christmas Day,Public Holiday
1/1/2018,Monday,1,January,2018,Chad,New Year,Public Holiday
3/20/2018,Tuesday,20,March,2018,Chad,March Equinox,Season
4/2/2018,Monday,2,April,2018,Chad,Easter Monday,Public Holiday
5/1/2018,Tuesday,1,May,2018,Chad,May Day,Public Holiday
5/13/2018,Sunday,13,May,2018,Chad,Mother's Day,Observance
6/15/2018,Friday,15,June,2018,Chad,Eid al-Fitr,Public Holiday
6/17/2018,Sunday,17,June,2018,Chad,Father's Day,Observance
6/21/2018,Thursday,21,June,2018,Chad,June Solstice,Season
8/11/2018,Saturday,11,August,2018,Chad,Independence Day,Public Holiday
8/22/2018,Wednesday,22,August,2018,Chad,Eid al-Adha,Public Holiday
9/23/2018,Sunday,23,September,2018,Chad,September Equinox,Season
11/1/2018,Thursday,1,November,2018,Chad,All Saints' Day,Public Holiday
11/21/2018,Wednesday,21,November,2018,Chad,The Prophet's Birthday,Public Holiday
11/28/2018,Wednesday,28,November,2018,Chad,Proclamation of the Republic,Public Holiday
12/1/2018,Saturday,1,December,2018,Chad,Freedom and Democracy Day,Public Holiday
12/21/2018,Friday,21,December,2018,Chad,December Solstice,Season
12/25/2018,Tuesday,25,December,2018,Chad,Christmas Day,Public Holiday
1/1/2018,Monday,1,January,2018,Chile,New Year's Day,National holiday
3/20/2018,Tuesday,20,March,2018,Chile,March Equinox,Season
3/29/2018,Thursday,29,March,2018,Chile,Maundy Thursday,"Observance, Christian"
3/30/2018,Friday,30,March,2018,Chile,Good Friday,"National holiday, Christian"
3/31/2018,Saturday,31,March,2018,Chile,Holy Saturday,"National holiday, Christian"
4/1/2018,Sunday,1,April,2018,Chile,Easter Sunday,"Observance, Christian"
5/1/2018,Tuesday,1,May,2018,Chile,Labor Day / May Day,National holiday
5/21/2018,Monday,21,May,2018,Chile,Navy Day,National holiday
6/21/2018,Thursday,21,June,2018,Chile,June Solstice,Season
7/2/2018,Monday,2,July,2018,Chile,Saint Peter and Saint Paul,National holiday
7/16/2018,Monday,16,July,2018,Chile,Our Lady of Mount Carmel,National holiday
8/15/2018,Wednesday,15,August,2018,Chile,Assumption of Mary,National holiday
9/17/2018,Monday,17,September,2018,Chile,Extended National Holiday,National holiday
9/18/2018,Tuesday,18,September,2018,Chile,National Day,National holiday
9/19/2018,Wednesday,19,September,2018,Chile,Army Day,National holiday
9/22/2018,Saturday,22,September,2018,Chile,September Equinox,Season
10/15/2018,Monday,15,October,2018,Chile,Columbus Day,National holiday
11/1/2018,Thursday,1,November,2018,Chile,All Saints' Day,National holiday
11/2/2018,Friday,2,November,2018,Chile,Reformation Day,National holiday
12/8/2018,Saturday,8,December,2018,Chile,Inmaculate Conception Day,National holiday
12/21/2018,Friday,21,December,2018,Chile,December Solstice,Season
12/25/2018,Tuesday,25,December,2018,Chile,Christmas Day,"National holiday, Christian"
12/31/2018,Monday,31,December,2018,Chile,New Year's Eve,Bank holiday
1/1/2018,Monday,1,January,2018,China,New Year's Day,National holiday
1/2/2018,Tuesday,2,January,2018,China,New Year's weekend,Common local holiday
2/15/2018,Thursday,15,February,2018,China,Spring Festival Eve,National holiday
2/16/2018,Friday,16,February,2018,China,Chinese New Year,National holiday
2/17/2018,Saturday,17,February,2018,China,Spring Festival Golden Week holiday,National holiday
2/18/2018,Sunday,18,February,2018,China,Spring Festival Golden Week holiday,Common local holiday
2/19/2018,Monday,19,February,2018,China,Spring Festival Golden Week holiday,Common local holiday
2/20/2018,Tuesday,20,February,2018,China,Spring Festival Golden Week holiday,Common local holiday
2/21/2018,Wednesday,21,February,2018,China,Spring Festival Golden Week holiday,Common local holiday
